	g__Acidaminococcus	g__Acinetobacter	g__Afipia	g__Akkermansia	g__Anaerostipes	g__Bacillus	g__Bacteroides	g__Bifidobacterium	g__Blautia	g__Bosea	g__Bradyrhizobium	g__Caloramator	g__Campylobacter	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Dialister	g__Dorea	g__Enterobacter	g__Enterococcus	g__Eubacterium	g__Faecalibacterium	g__Haemophilus	g__Lachnospira	g__Lactobacillus	g__Methylobacterium	g__Micrococcus	g__Morganella	g__Oscillospira	g__Paenibacillus	g__Parabacteroides	g__Paraprevotella	g__Phascolarctobacterium	g__Phyllobacterium	g__Prevotella	g__Propionibacterium	g__Pseudomonas	g__Ralstonia	g__Roseburia	g__Ruminococcus	g__Salmonella	g__Streptococcus	g__Sutterella	g__Veillonella	g__Weissella
g__Paraprevotella	-0.247128963596059	0.20051827087168	-0.248053102194171	0.138238193061639	0.316875364115231	-0.336527165829813	0.329288251442	0.0148204951363317	0.0989304340324628	-0.172984985747579	-0.484238793884591	-0.0274906338372043	0.154485651736304	0.363634231661091	0.312632006646684	0.182473733185541	0.124403102538194	-0.0702144228818533	0.126661792028474	0.0989627514316382	0.10042709620273	-0.12344244498981	-0.0100969509224627	-0.27137433119376	0.212531313591458	-0.363154252069501	-0.415424567643833	-0.253245502649466	0.0598082092804856	0.129403494691076	0.225651909155771	0.25343665140195	1	0.414400588950331	-0.149893647027805	-0.0433013471923983	-0.200055111957205	0.222103881562763	-0.128091304437913	0.154121100201041	-0.109517341657138	-0.0535349028115573	-0.422078370938758	0.110044956161111	-0.213547973819802	-0.00118313393169156
g__Phascolarctobacterium	0.0410513363883742	0.201878334993547	0.0139212352141182	0.505218609309787	0.602803273299633	-0.378010872925504	0.331117981637945	-0.446632452408153	0.178251136559661	-0.184994815178593	-0.355479346389001	-0.120191348538217	-0.0782812727453725	0.40390211395484	0.337895931312021	0.242396393925285	0.074085448166977	-0.502043653619596	0.344006350671205	0.0150458694374748	0.227327569087165	-0.127956905962794	0.00217738341456478	-0.00657021484746075	0.0242203182770172	-0.261412878590662	-0.30140929361752	-0.295054834692243	-0.0751282235108834	0.263577270929495	0.238511628193821	0.295181879645141	0.414400588950331	1	-0.207493255639546	-0.2919143044451	-0.231400358945099	-0.108573991045631	0.0790622273107616	0.18691077626714	0.0502747494032112	-0.0706305771344634	-0.200010824229229	0.62553410525287	0.0128346426313277	-0.314453173481258
g__Phyllobacterium	-0.269970082239344	0.407954950226815	0.36927653485697	0.0672878924537837	-0.245725972142172	0.342207650971527	-0.34449685107701	0.232816227259053	-0.189803824695658	0.358054207221101	0.468079553720036	0.378570540465738	-0.153881579646635	-0.400406690587959	-0.481651865190779	-0.560009844538725	0.168081574026579	-0.0111025538652326	-0.133898985317102	0.0751293223453417	-0.0565215121400377	-0.133127808461103	-0.182126691065573	0.235567753642165	-0.38299298064132	0.20358729836092	-0.00956493410024487	0.340646870736224	0.287490481031641	-0.530039641260254	0.263326419533088	-0.163955765951441	-0.149893647027805	-0.207493255639546	1	-0.144536013574099	0.23929685791496	0.245381735140292	0.35655278191539	-0.489806188724662	-0.132251945410999	0.337750809427305	0.260729602930924	-0.110152130853877	0.207573922584883	0.0573921620634529
g__Prevotella	0.168847197020066	-0.208638850176018	-0.0265899498139107	-0.446183189414493	0.0171704241558202	0.0374387377736528	-0.0292315355697467	0.433970449042081	0.0606482208563567	-0.19196095161017	-0.052530597303196	-0.317581148269678	0.153319970862428	0.232373319326947	0.212152015719154	0.553793556029649	-0.0282135449330709	0.562827952425171	0.210404844681334	-0.231462570448387	-0.0904528636263726	0.0246398467436354	0.649841553889239	-0.052377122314085	0.683626175910356	0.20008189560534	0.199632118399705	0.0528780667628868	-0.156960145681831	0.000964935781076391	-0.497349011005768	0.0572597763450266	-0.0433013471923983	-0.2919143044451	-0.144536013574099	1	-0.100669638512289	-0.29575482096711	-0.252925285570118	0.342520888768761	0.000635505805265417	-0.222300936882767	0.341934411918705	-0.39280944108791	-0.160368408971631	0.175117063121896
g__Propionibacterium	-0.227107292708155	0.0401464988340615	0.450217406410114	0.154176213980793	-0.516552186873286	0.347873703908617	-0.5504244531691	0.196510508282374	-0.310800099249149	0.023530006964866	0.440452797655017	0.471783336528751	-0.116689324717568	-0.264519254895375	-0.0486762740745376	-0.3374144198898	-0.157039639161955	0.0816348628144908	-0.400843283994344	0.00747819576824356	-0.246823986480482	0.346287174527701	-0.25086781113491	-0.259734679242554	-0.399582431112666	0.256369017249235	0.654953050496846	0.429315737230978	-0.0915181371084803	-0.21457892619319	0.45580183667615	-0.198951105410592	-0.200055111957205	-0.231400358945099	0.23929685791496	-0.100669638512289	1	0.212865769842822	0.460584673774763	-0.21310990042627	-0.312420201807786	0.283318793682303	0.427871000357957	0.0237692676286599	0.18196895494443	0.41453577575039
g__Pseudomonas	-0.146287005052987	0.0587262433456495	-0.092172969552594	0.0432336110663488	-0.199429180203928	-0.163876016829074	0.269975895371096	0.0441460995560368	-0.0681324916632685	0.375088707269158	-0.101542312762358	0.305335114042597	0.124331109225329	-0.182839496549904	-0.36586744075384	-0.366425106597966	0.216840331001131	-0.208706379274283	-0.0569988824610995	0.39523228875719	0.390916720456631	0.132898178736728	-0.364480431899619	-0.0703832262970486	-0.184586179323572	-0.321876891277914	-0.115306192837833	0.291439621764397	0.35898212089171	-0.312997466319561	0.230161518207778	-0.366498237996259	0.222103881562763	-0.108573991045631	0.245381735140292	-0.29575482096711	0.212865769842822	1	0.302002983441311	-0.371087901345831	0.0213490932012703	0.397890930103251	-0.163958308603999	-0.0414615709822098	0.287288882059778	0.276587543466761
g__Ralstonia	-0.316787096861671	0.27207993316086	0.200040907618401	0.593950860459068	-0.207207164807254	0.062700663833062	-0.243797729061927	0.177746794481983	-0.126270780314867	0.126348842121502	0.192060269407479	0.559291597610216	-0.11391293161523	-0.293848387915159	-0.513072536743558	-0.352914684834861	-0.139482394937069	-0.38102518112874	-0.157573144538679	0.0678242762572493	0.0418990005503756	0.15028155947463	-0.177156362580604	-0.0374751500734085	-0.465571640815498	-0.0702999280012834	0.223405103985699	0.45631963937557	0.14720738153133	-0.327511989793703	0.249849709841259	-0.0845145866876302	-0.128091304437913	0.0790622273107616	0.35655278191539	-0.252925285570118	0.460584673774763	0.302002983441311	1	-0.409210019119461	-0.124175951187061	0.327722598180544	0.270313358583385	0.0784612171356864	0.131412861000247	0.145520894163543
g__Roseburia	0.244254288179262	-0.0160119572907503	-0.12348736077636	-0.250160239402556	0.52851747545532	-0.262618139765859	0.290791643953444	-0.149060456991149	0.219724533362416	-0.297138442121997	-0.388997408378288	-0.287627245209764	0.303991721885425	0.054748556841375	0.537861352017559	0.706542624734044	0.122970422165161	0.244851048370111	0.206234538636738	-0.338349582093077	0.0289816132023035	-0.127005473554761	0.189575881978917	0.15970907622513	0.484132902682244	-0.0577521220462455	0.0799542184515971	-0.151888262461706	0.0790520771154361	0.466273194580453	-0.0801149634870265	-0.0282420507376942	0.154121100201041	0.18691077626714	-0.489806188724662	0.342520888768761	-0.21310990042627	-0.371087901345831	-0.409210019119461	1	0.168672543068741	-0.43249307579292	0.0600555179404323	0.140384418598847	-0.052141607169781	-0.0707070792825053
g__Ruminococcus	-0.126900536560466	-0.122556272295068	-0.108233348998091	-0.0155823113708361	0.153709562248338	-0.0151363719391999	0.667634434718298	-0.295914510615778	0.824634533934011	-0.0617307964831306	0.00498053421509765	-0.181138851166568	0.1216698159979	0.0441479368235538	-0.255703173981378	0.327023626238459	-0.0113610731814796	0.0237091857362153	0.305606730998301	0.359966544274739	0.305593227322149	-0.119216384094076	-0.00148285387213871	0.121805586188772	0.104036718037206	-0.0217208904935081	-0.0806659125356419	-0.33305823551655	-0.217546335173964	0.207715321240524	0.0535241470805461	-0.0114360556605229	-0.109517341657138	0.0502747494032112	-0.132251945410999	0.000635505805265417	-0.312420201807786	0.0213490932012703	-0.124175951187061	0.168672543068741	1	0.0242028204569222	-0.0826745874861207	-0.0609932566053421	0.0549189982186568	-0.457522752940107
g__Salmonella	0.038394264656583	0.122340913999728	0.11288974806714	0.128700652180642	-0.371707700018707	0.209699485675939	-0.115194311401437	-0.0302769914735186	-0.226636562129995	0.158376287696598	0.290417752329544	0.178907483127955	-0.406573261989113	-0.0113156706037435	-0.235199546656342	-0.235930659145583	-0.235652147909927	-0.0351305576156859	-0.0592489940020493	0.587648052825217	-0.264392083612452	0.177251671988167	-0.00196146282888351	-0.17321143414478	-0.376934068927392	0.0963294542524211	0.21991942725938	0.259835290803769	0.0781937635928659	-0.238202331881295	0.213790583700007	-0.111272770794741	-0.0535349028115573	-0.0706305771344634	0.337750809427305	-0.222300936882767	0.283318793682303	0.397890930103251	0.327722598180544	-0.43249307579292	0.0242028204569222	1	-0.205382895557028	0.0675784315474577	0.0827970416016006	0.0169710171813361
g__Streptococcus	-0.154201115557368	-0.270361298826608	0.448231783772592	-0.0349006668013111	-0.0234806780523276	0.229875440437572	-0.401721817752034	0.216974351297418	-0.0566110132755061	-0.241188279185581	0.238291817759405	0.0428447153523533	0.149211139723768	-0.403639626048321	-0.246374259887453	0.0404150709672197	0.0693938550152565	0.189047181565567	-0.0779739592324778	-0.234274040169784	-0.0482058598463296	-0.0904386636864176	0.01819867747667	0.072846630545332	0.0978727476397979	0.278870273055726	0.520626746566324	0.117208331253863	-0.151045664554611	-0.297380255481374	0.15704843641065	-0.320462666993552	-0.422078370938758	-0.200010824229229	0.260729602930924	0.341934411918705	0.427871000357957	-0.163958308603999	0.270313358583385	0.0600555179404323	-0.0826745874861207	-0.205382895557028	1	-0.223737690944153	0.180967377403373	0.101118206746437
g__Sutterella	0.0257374522176253	0.304798298476727	0.174439056984101	0.343997102872263	0.221247722907004	-0.221976307147986	-0.00559288344189337	-0.238100683795254	-0.0121313193950275	0.119174270361068	-0.185844131127457	0.0915032524083756	-0.399489417658199	0.134539310010912	0.19436969697857	0.149052499909516	-0.126073853309568	-0.444002483510965	0.418948147000115	-0.222432780449338	-0.0957730064072106	0.309613707568191	-0.156633158362704	0.0894278944469421	-0.22595463799931	-0.0961345815174359	-0.22475485248697	0.0829325310382421	-0.0204693382154407	0.381925095405953	0.1930551066621	0.128225091341905	0.110044956161111	0.62553410525287	-0.110152130853877	-0.39280944108791	0.0237692676286599	-0.0414615709822098	0.0784612171356864	0.140384418598847	-0.0609932566053421	0.0675784315474577	-0.223737690944153	1	0.0465825448593371	-0.180437305436561
g__Veillonella	0.179144588894289	0.0657751947518015	0.024405682122214	-0.118532291833481	0.144298367149492	-0.0804590558051683	0.0761698303403044	0.0442722125120492	0.183689513547016	0.182926246699993	0.0450603024570714	-0.122298330357851	-0.0639963077758568	-0.173022188322651	-0.103600626285512	-0.397818494606116	-0.128870828994631	-0.182308556834398	-0.314927504915624	0.0336922556723664	0.459913485895151	-0.0618740691826339	-0.287574190317762	0.32288151741896	-0.0044653359567529	-0.0191884459308571	0.0999060369966076	0.409322578719982	-0.0482871977202043	-0.243779111120155	0.0711069816628819	-0.234320023272626	-0.213547973819802	0.0128346426313277	0.207573922584883	-0.160368408971631	0.18196895494443	0.287288882059778	0.131412861000247	-0.052141607169781	0.0549189982186568	0.0827970416016006	0.180967377403373	0.0465825448593371	1	0.0804385680289695
g__Weissella	0.112836500350269	-0.1051358963127	0.0895293573217302	0.0651849466217785	-0.316095013698706	0.126464944241962	-0.315604197798663	0.419603108518596	-0.349072033044447	0.407933913667495	0.10494804906053	0.188037690082998	0.131287843094967	-0.0586323586206672	0.165625476540346	-0.311368392567039	0.0389294882753427	0.0552116473686403	-0.467208819949128	-0.130491846821597	0.00847449136428464	-0.156362916850999	0.0132953961348125	-0.368967020648208	-0.0231277703282246	-0.112527370806175	0.225036065023853	0.433698725435011	-0.0195736169548995	-0.383588880423803	-0.0850349175089937	0.0507938797681314	-0.00118313393169156	-0.314453173481258	0.0573921620634529	0.175117063121896	0.41453577575039	0.276587543466761	0.145520894163543	-0.0707070792825053	-0.457522752940107	0.0169710171813361	0.101118206746437	-0.180437305436561	0.0804385680289695	1
